id;name;personal_category;login;personal_target;unspecific_target;personal_description;rating_source;data_reasonable;secure_transmission;rater;influence_key;archetype;privacy_index;privacy_index_confidence
10638;ABG;body specs,vital values;false;;;true;app downloaded,http proxy;true;;thomas;category;6;9;0.8
10954;Health Tip of the Day;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;2;6;0.19999999999999996
10955;Health Tips 1000;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;;6;0.19999999999999996
12029;Instant Heart Rate - Heart Rate Monitor by Azumio Free;vital values;false;;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;;thomas;unspecific_target;;13;0.8
12357;Lexicomp;medication intake;true;app provider,advertisers / marketeers,research projects;;false;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;2;59;0.9
12442;Legal Maps;;false;;;false;description,screenshots;;;thomas;;2;0;0.9
12757;Marijuana Handbook Lite;;false;;;false;description,screenshots;;;thomas;;2;0;0.9
13523;Medscape;address,life status specs,medication intake;true;app provider,advertisers / marketeers,research projects;analytics,advertisers / marketeers;false;app downloaded,http proxy,privacy policy;;true;thomas;personal_target;2;74;0.9
13632;Mental Illness;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;3;6;0.19999999999999996
13760;Mind Tricks;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;;6;0.19999999999999996
14188;Medical Encyclopedia;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;2;6;0.19999999999999996
14732;Nursing Central;;true;;;false;app downloaded,http proxy;;;thomas;;3;0;0.19999999999999996
14910;My Baby Today;body specs,life status specs;true;app provider;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;false;thomas;security;;53;0.8
15019;"Monthly Cycles - Period Tracker, Menstrual Calendar &amp; Ovulation / Fertility Diary";body specs,symptoms,life status specs;false;app provider;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;true;thomas;category;9;30;0.8
15277;My Pregnancy Today;;true;;analytics,advertisers / marketeers;false;app downloaded,http proxy;;false;thomas;login_required;;20;0.8
15318;My Cycles Period and Ovulation Tracker;life status specs,address;true;app provider;analytics,advertisers / marketeers;true;app downloaded,http proxy;false;true;thomas;login_required;9;47;0.8
15469;Period Tracker (Pink Pad Free);life status specs;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;false;thomas;personal_target;9;72;0.9
15851;Phobias;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;3;6;0.19999999999999996
15994;Orasphere;;false;;;false;description,screenshots;;;thomas;;;0;0.19999999999999996
16386;Relax Completely;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;1;6;0.19999999999999996
16388;Relax Dream;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;3;6;0.19999999999999996
16412;Relax with Andrew Johnson Lite;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;2;6;0.19999999999999996
16414;Relax Waterfall;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;3;6;0.19999999999999996
16432;Relax Ocean Waves;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;3;6;0.19999999999999996
16437;Relax Raindrops;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;3;6;0.19999999999999996
16438;Relax Peace;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;3;6;0.19999999999999996
16792;ReachMD CME;unknown;true;unknown;;false;description,screenshots;;;thomas;personal_target;;75;0.19999999999999996
16895;Prognosis : Your Diagnosis;symptoms;true;app provider;advertisers / marketeers;false;app downloaded,http proxy;true;false;thomas;security;;50;0.8
17006;PubMed On Tap Lite;;false;;analytics;false;app downloaded,http proxy;;;thomas;unspecific_target;5;6;0.8
17073;Psych Drugs;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;3;6;0.19999999999999996
17315;Pregnancy (BabyBump);life status specs,vital values,body specs,symptoms;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;false;true;thomas;personal_target;4;80;0.9
17383;Sleepmaker Waves Free;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;2;6;0.19999999999999996
17385;Sleepmaker Wildlife Free;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;;6;0.19999999999999996
17387;Sleepmaker Storms Free;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;3;6;0.19999999999999996
17389;Sleepmaker Streams Free;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;2;6;0.19999999999999996
17393;Sleepmaker Rain Free;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;;6;0.19999999999999996
17687;Silent Island Relaxation Lite;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;;6;0.19999999999999996
17837;Skyscape Medical Resources;address;true;app provider,advertisers / marketeers;analytics;false;app downloaded,http proxy,privacy policy;false;false;thomas;personal_target;3;78;0.9
18231;RxmindMe Prescription / Medicine Reminder and Pill Tracker;medication intake;true;app provider,advertisers / marketeers;;true;app downloaded,http proxy,privacy policy;false;false;thomas;personal_target;11;74;0.9
18258;Running Log Free;workout / activities;false;;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;;thomas;unspecific_target;5;8;0.8
18773;Teen BMI (Find out how your WEIGHT, HEIGHT and BMI compares with others of the same age);;false;;;false;app downloaded,http proxy;;;thomas;;5;0;0.8
18891;"Taber's Medical Dictionary for Mobile + Web";;true;;;false;description,screenshots;;;thomas;;2;0;0.8
18963;Symptom Checker .MD;symptoms;true;app provider;analytics,advertisers / marketeers;true;app downloaded,http proxy;false;true;thomas;login_required;;43;0.8
19125;Stress Check;symptoms,life status specs;false;;;false;app downloaded,http proxy;;;thomas;category;2;9;0.8
19222;STAT ICD-9 LITE;;false;;analytics;false;app downloaded,http proxy;;;thomas;unspecific_target;6;6;0.8
19336;Speed Bones Lite (Quiz);;false;;;false;description,screenshots;;;thomas;;;0;0.8
19398;X-rays;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;3;6;0.19999999999999996
19615;Waterlogged - Drink More Water, Track Daily Water Intake, Use Remiders;food intake;true;app provider;analytics;true;app downloaded,http proxy;true;true;thomas;login_required;;33;0.8
19670;WebMD;symptoms,life status specs,medication intake,symptoms;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;12;74;0.9
19671;WebMD for iPad;symptoms,life status specs,medication intake,symptoms;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;12;74;0.9
21113;3D Brain;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;2;6;0.19999999999999996
21295;"3D4Medical's Images - iPad edition";;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;;6;0.19999999999999996
21981;BMI Calculator;;false;;;false;app downloaded,http proxy;;;thomas;;;0;0.19999999999999996
22090;BMIapp;;false;;;false;app downloaded,http proxy;;;thomas;;3;0;0.19999999999999996
22092;Bmi/BodyFat Calculator+More;body specs;false;;analytics,advertisers / marketeers;false;app downloaded,http proxy;;;thomas;unspecific_target;5;10;0.8
22549;C25K™ - 5K Trainer FREE;;false;;analytics,advertisers / marketeers;false;app downloaded,http proxy;;;thomas;unspecific_target;5;6;0.8
22670;Baby Names+;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;12;6;0.19999999999999996
23513;Custom Sounds of Nature - Lite;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;;6;0.19999999999999996
23677;CorePower Yoga;;false;;advertisers / marketeers;false;description;;;thomas;unspecific_target;5;6;0.19999999999999996
24320;Calorie Counter and Diet Tracker by MyFitnessPal HD;body specs,life status specs,food intake,workout / activities;true;app provider;;true;app downloaded,http proxy;true;true;thomas;login_required;5;35;0.8
24321;Calorie Counter by FatSecret;body specs,life status specs,food intake,workout / activities;true;app provider;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;true;thomas;login_required;5;42;0.8
24324;"Calorie Counter &amp; Diet Tracker by MyFitnessPal";body specs,life status specs,food intake,workout / activities;true;app provider;;true;app downloaded,http proxy;true;true;thomas;login_required;5;35;0.8
24329;Calorie Counter*;body specs,life status specs,food intake,workout / activities;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;false;thomas;personal_target;11;78;0.9
24331;Calorie Counter by MyNetDiary;body specs,food intake;true;app provider,advertisers / marketeers,research projects;analytics;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;5;64;0.9
24332;Calorie Counter by FatSecret for iPad;body specs,life status specs,food intake,workout / activities;true;app provider;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;true;thomas;login_required;5;42;0.8
24457;Contraction Timer Free;;false;;;false;app downloaded,http proxy;;;thomas;;;0;0.8
24715;Cigarettes Lite;;false;;;false;app downloaded,http proxy;;;thomas;;;0;0.8
25077;Fitness Muscle;;false;;analytics,advertisers / marketeers;false;app downloaded,http proxy;;;thomas;unspecific_target;;6;0.8
25351;FemCal Lite: Period and Ovulation Calendar;;false;;;false;app downloaded,http proxy;;;thomas;;12;0;0.8
25365;Fearless Brain Free;;false;;analytics,advertisers / marketeers;false;app downloaded,http proxy;;;thomas;unspecific_target;4;6;0.8
25447;First Aid by American Red Cross;;false;;;false;app downloaded,http proxy;;;thomas;;12;0;0.8
25520;Dream: Free;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;;6;0.19999999999999996
25855;Electric Sheep;;false;;;false;app downloaded,http proxy;;;thomas;;;0;0.19999999999999996
25931;Endomondo Sports Tracker;body specs,workout / activities,food intake;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;false;true;thomas;personal_target;10;67;0.9
26040;Easy Recipes: See How to Cook Healthy Meals (Videos);;false;;;false;app downloaded,http proxy;;;thomas;;;0;0.9
26989;GoMeals;body specs,food intake,vital values,workout / activities;true;app provider,advertisers / marketeers;analytics;true;app downloaded,http proxy,privacy policy;false;true;thomas;personal_target;5;73;0.9
27150;Footsteps - Pedometer Free;workout / activities;false;;;false;app downloaded,http proxy;;;thomas;category;5;1;0.8
27266;Food Labels With Nutritional Facts;;false;;;false;app downloaded,http proxy;;;thomas;;2;0;0.8
27502;Free Personality Quiz;;false;;;false;app downloaded,http proxy;;;thomas;;5;0;0.8
28801;Horoscope & WhereFortune: based on your physical location.;address,body specs;true;unknown;analytics,advertisers / marketeers;false;app downloaded,http proxy;false;true;thomas;personal_target;;90;0.8
28803;Human Body Facts!;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;9;6;0.19999999999999996
29052;"My Days - Period &amp; Ovulation ™";life status specs,vital values,symptoms;false;;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;;thomas;category;9;22;0.8
29496;"Men's Health Mag";;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;9;6;0.19999999999999996
29876;MapMyFITNESS GPS Tracking;body specs,food intake,vital values,workout / activities;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;5;66;0.9
29880;MapMyRIDE GPS Cycling;body specs,food intake,vital values,workout / activities;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;;66;0.9
29882;MapMyRUN GPS Running;body specs,food intake,vital values,workout / activities;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;;66;0.9
30100;Lose the Belly (Weight Loss for Men);;false;;;false;app downloaded,http proxy,privacy policy;;;thomas;;;0;0.9
30102;Lose It!;body specs,food intake,workout / activities;true;app provider,advertisers / marketeers;analytics;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;;60;0.9
30105;Lose the Belly (Weight Loss for Women);;false;;;false;app downloaded,http proxy,privacy policy;;;thomas;;;0;0.9
30179;LIVESTRONG.COM - Calorie Tracker LITE - Your Free Diet and Fitness Calorie Counter for Better Health;food intake,workout / activities,body specs;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;11;60;0.9
30562;Period Tracker Lite;symptoms,life status specs;true;app provider,unknown;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;false;thomas;personal_target;9;100;0.8
30581;Period Planner Lite;life status specs;false;;;false;app downloaded,http proxy;;;thomas;category;9;4;0.8
30940;Nutrisystem;body specs,food intake,workout / activities;true;app provider;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;login_required;;38;0.9
31224;Nike+ Running;address,workout / activities;true;app provider,advertisers / marketeers;analytics;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;5;59;0.9
31234;Nike Training Club;address,workout / activities;true;app provider,advertisers / marketeers;analytics;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;5;59;0.9
31382;Naturespace: Relax Meditate Escape Sleep (3D Sound - The most effective audio therapy for stress rel...;;false;;;false;description,screenshots;;;thomas;;1;0;0.9
31570;My24;;false;;analytics;false;app downloaded,http proxy;;;thomas;unspecific_target;;6;0.8
31763;Shake and Squeeze Stress Ball;;false;;;false;description,screenshots;;;thomas;;2;0;0.8
32067;Sleep Pillow Sounds: white noise machine lite;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;2;6;0.19999999999999996
32120;SleepStream Classic Lite;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;2;6;0.19999999999999996
32401;Sports Tracker;body specs,workout / activities,food intake;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;5;60;0.9
32474;"Splash 'n' Dash Free";;false;;;false;app downloaded,http proxy;;;thomas;;;0;0.9
32991;Strava Cycling;workout / activities;true;;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;login_required;;22;0.9
33172;Pregnancy Tracker from WhatToExpect.com;family;false;;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;;thomas;unspecific_target;;9;0.8
33579;Quitter;;false;;;false;app downloaded,http proxy;;;thomas;;2;0;0.8
33586;R-U-Buzzed? BAC Calculator;;false;;;false;app downloaded,http proxy;;;thomas;;8;0;0.8
33693;Prêt-à-Yoga Lite;;false;;;false;app downloaded,http proxy;;;thomas;;5;0;0.8
33847;Relaxing Sounds Of Nature Lite (help with meditation relaxation sleep and spa);;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;;6;0.19999999999999996
33883;"Relax Melodies: A white noise ambience for sleep, meditation &amp; yoga";;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;2;6;0.19999999999999996
34128;Relax & Sleep Well by Glenn Harrold: A Relaxation Self-Hypnosis Meditation;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;2;6;0.19999999999999996
34144;"Relax Melodies HD: A white noise ambience for sleep, meditation &amp; yoga";;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;2;6;0.19999999999999996
34510;RunKeeper - Track GPS Running, Walking, Cycling and more!;workout / activities;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;2;55;0.9
34596;White Noise Lite;;false;;advertisers / marketeers;false;screenshot,description;;;thomas;unspecific_target;;6;0.19999999999999996
34751;What Women Want(USA);;false;;analytics,advertisers / marketeers;false;app downloaded,http proxy;;;thomas;unspecific_target;2;6;0.8
34892;Woodya Run;;false;;analytics,advertisers / marketeers;false;app downloaded,http proxy;;;thomas;unspecific_target;;6;0.8
34907;WomanLog Calendar;life status specs;false;;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;true;thomas;unspecific_target;12;11;0.8
34957;Workout Trainer;workout / activities;true;app provider,advertisers / marketeers;analytics,advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;true;thomas;personal_target;;55;0.9
35084;Your Ideal Weight;body specs;false;;analytics,advertisers / marketeers;true;app downloaded,http proxy;true;;thomas;unspecific_target;5;10;0.8
35146;Yoga at Home: Videos for Beginners;;false;;advertisers / marketeers;false;app downloaded,http proxy;;;thomas;unspecific_target;;6;0.8
35263;ZYRTEC AllergyCast;symptoms;false;;advertisers / marketeers;true;app downloaded,http proxy,privacy policy;true;false;thomas;unspecific_target;5;11;0.9
35893;5K Runner: 0 to 5K run training, free;workout / activities;true;app provider;analytics;true;app downloaded,http proxy;true;true;thomas;login_required;5;33;0.8
36064;Tao Te Ching - Chinese Wisdom;;false;;;false;description,screenshots;;;thomas;;1;0;0.8
36228;Test of Life;;false;;;false;description,screenshots;;;thomas;;5;0;0.8
36246;THI Personal Trainer Lite;workout / activities;false;;;true;app downloaded,http proxy;true;;thomas;category;5;1;0.8
36678;True Weight Lite;;false;;;false;app downloaded,http proxy;;;thomas;;;0;0.8
36965;Vibrating Massager FREE;;false;;;false;description,screenshots;;;thomas;;2;0;0.8
37098;Virtual Weight Loss Model Lite;;false;;;false;app downloaded,http proxy;;;thomas;;5;0;0.8
37233;Walgreens;medication intake;true;app provider;analytics;true;app downloaded,http proxy,privacy policy;true;true;thomas;login_required;11;38;0.9
37502;eMoods Bipolar Mood Tracker;symptoms,medication intake;false;;analytics;true;screenshots,app downloaded,http proxy;true;;joel;category;3;18;0.8
37744;Pill Reminder;;false;;advertisers / marketeers;false;screenshots,app downloaded,http proxy;;;joel;unspecific_target;12;6;0.8
37869;AnabolicMinds.com;;false;app provider;advertisers / marketeers,analytics;false;screenshots,app downloaded,http proxy;false;false;joel;security;11;39;0.8
38180;PubMed Mobile;;false;app provider;advertisers / marketeers,analytics;false;screenshots,app downloaded,http proxy;;false;joel;security;2;32;0.8
38228;Sleepmeter Free;sleep metrics;false;;advertisers / marketeers;true;screenshots,app downloaded,http proxy;true;;joel;unspecific_target;;7;0.8
38363;Lady Cycle Lite;life status specs,symptoms,body specs;false;;analytics;true;screenshots,app downloaded,http proxy;true;;joel;category;;19;0.8
38390;OvuView - Period Tracker;life status specs,symptoms,body specs;false;app provider;advertisers / marketeers;true;screenshots,app downloaded,http proxy;true;false;joel;security;9;44;0.8
38391;Walkroid - simple pedometer;workout / activities;false;;advertisers / marketeers;true;screenshots,app downloaded,http proxy;true;;joel;unspecific_target;;8;0.8
38542;Sleepmeter Widget;sleep metrics;false;;advertisers / marketeers;true;screenshots,app downloaded,http proxy;true;;joel;unspecific_target;;7;0.8
38543;Lightning Bug - Sleep Clock;;false;;analytics;false;screenshots,app downloaded,http proxy;;;joel;unspecific_target;;6;0.8
38565;Move! Bike Computer;workout / activities;false;;advertisers / marketeers;true;screenshots,app downloaded,http proxy;true;;joel;unspecific_target;5;8;0.8
38906;Heart ECG Handbook - Lite;;false;app provider;advertisers / marketeers;false;screenshots,app downloaded,http proxy;;false;joel;security;3;32;0.8
39065;Relaxing massage;;false;;advertisers / marketeers;false;screenshots,app downloaded,http proxy;;;joel;unspecific_target;2;6;0.8
39104;Building A Perfect Body Plan;;false;;advertisers / marketeers;false;screenshots,app downloaded,http proxy;;;joel;unspecific_target;;6;0.8
39224;Gym Guide;;false;;;false;screenshots,app downloaded,http proxy;;;joel;;5;0;0.8
39225;GPS Walk and Run Tracker;workout / activities;false;;analytics;true;screenshots,app downloaded,http proxy;false;;joel;unspecific_target;;15;0.8
39306;Alcohol Calculator;body specs,life status specs,food intake;false;;advertisers / marketeers;true;screenshots,app downloaded,http proxy;true;;joel;category;8;16;0.8